Vannkraftverk

Løpenummer;Navn;Type;VannKVTypeID;Hovedeier;Org.nr. hovedeier;Fylke;Fylkesnr.;Kommune;Kommunenr.;Dato for første utnyttelse av fallet;Dato for eldste kraftproduserende del;Maks ytelse [MW];Midl. årsproduksjon (ref. 1991-2020) [GWh];Brutto fallhøyde [m];Maksimal slukeevne [m3/s];Energiekvivalent [kWh/m3];Elspotområde;Reginenr.;ErIDrift;IDriftDato;Konsesjoner;Kraftverkstatus;NVEOmraadeID;NVEOmraadeNavn;Nedborsfeltnavn;SPPunkt;SPSone;UnderBygging;UteAvDrift;VassdragsOmraadeID;VassdragsOmraadeNavn
1387;Lya;Kraftverk;K;HAFSLUND KRAFT AS;976894677;Buskerud;33;Ål;28;2008;2008;5,49;16,637;184;3,6;0,424;5;012.CE3A60;ja;2008-04-15;[object Object];Idrift;;;Drammensvassdraget;73;043;nei;;2;NVE - område: 2;
256;Lysbotn;Kraftverk;K;TROMS KRAFT PRODUKSJON AS;979152116;Troms;55;Senja;30;1941;1941;5,35;28,942;106;5,5;0,215;4;194.3D3;ja;1941-01-01;[object Object],[object Object];Idrift;;;Lyselva;01;768;nei;;11;NVE - område: 11;
257;Lysebotn I;Kraftverk;K;LYSE KRAFT DA;925749419;Rogaland;11;Sandnes;08;1953;1953;120;36,5;629;25,2;1,323;2;031.AB21B;ja;1953-01-08;[object Object],[object Object],[object Object],[object Object],[object Object],[object Object];Idrift;;;Lysevassdraget;11;153;nei;;4;NVE - område: 4;
1899;Lysebotn II;Kraftverk;K;LYSE KRAFT DA;925749419;Rogaland;11;Sandnes;08;1953;2018;370;1475,707;670,5;60;1,713;2;031.AZ;ja;2018-04-18;[object Object],[object Object],[object Object];Idrift;;;Lysevassdraget;21;153;nei;;4;NVE - område: 4;
258;Lysvatn;Kraftverk;K;LYSVATN AS;977106184;Nordland;18;Meløy;37;1963;1963;4,1;27,347;284;1,6;0,712;4;160.41B;ja;1963-03-17;;Idrift;;;Spilderelva;01;675;nei;;10;NVE - område: 10;
2164;Lysåelva;Kraftverk;K;LYSÅELVA KRAFTVERK AS;828639862;Troms;55;Kvæfjord;10;2024;2024;2,63;7,4;194,6;1,65;0,443;4;177.120;ja;2024-12-10;[object Object];Idrift;;;KYSTFELT;;999;nei;;11;NVE - område: 11;
1164;Løa;Kraftverk;K;PER SJØLIE;969106612;Innlandet;34;Åmot;22;1999;1999;0,35;1,359;;;;1;002.JC7;ja;1999-01-01;[object Object],[object Object];Idrift;;;Glommavassdraget;;004;nei;;1;NVE - område: 1;
1365;Løgjen;Kraftverk;K;DALANE KRAFT AS;982388406;Rogaland;11;Lund;12;2007;2007;0,57;1,862;36,7;;;2;026.B2Z;ja;2007-09-05;[object Object];Idrift;;;Sira;;132;nei;;4;NVE - område: 4;
259;Løkaunet;Kraftverk;K;STATKRAFT ENERGI AS;987059729;Trøndelag;50;Trondheim;01;1926;2021;9,3;50;52;23,92;0,108;3;123.A822;ja;2021-09-01;;Idrift;;;Nidelvvassdraget;04;499;nei;;9;NVE - område: 9;
2011;Løkjelsvatn;Kraftverk;K;SUNNHORDLAND KRAFTLAG AS;916435711;Vestland;46;Etne;11;2024;2024;60;163;554,93;12,3;1,355;2;041.AD;ja;2024-06-20;[object Object],[object Object],[object Object];Idrift;;;Etnevassdraget;13;183;nei;;5;NVE - område: 5;
2006;Løkkebø;Kraftverk;K;SMÅKRAFT GREEN BOND 2 AS;825750932;Vestland;46;Kinn;02;2020;2020;2,16;6,031;151,85;1,6;0,375;3;085.E;ja;2020-04-03;[object Object];Idrift;;;Oselvvassdraget;;349;nei;;13;NVE - område: 13;
260;Løpet;Kraftverk;K;HAFSLUND KRAFT AS;976894677;Innlandet;34;Åmot;22;1971;1971;29;145,7362;18,89;176;0,046;1;002.JB1;ja;1971-07-01;[object Object],[object Object],[object Object];Idrift;;;Glommavassdraget;48;004;nei;;1;NVE - område: 1;
1000;Madalen;Kraftverk;K;MADALEN MIKROKRAFTVERK AS;921140479;Vestland;46;Kvinnherad;17;2003;2003;0,12;0,743;;;;2;042.93C;ja;2003-01-01;[object Object],[object Object];Idrift;;;Onarheimselva;;999;nei;;5;NVE - område: 5;
1487;Madland;Kraftverk;K;MADLAND KRAFT AS;992313897;Rogaland;11;Gjesdal;22;2010;2010;1,875;6,361;84;2,5;0,208;2;030.1F2B;ja;2010-02-19;[object Object],[object Object];Idrift;;;Oltedalselva;04;146;nei;;4;NVE - område: 4;
962;Mago A;Kraftverk;K;HAFSLUND KRAFT AS;976894677;Akershus;32;Eidsvoll;40;1984;1984;0,77;4,619;;;;1;002.DAA1Z;ja;1984-01-01;;Idrift;;;Glommavassdraget;;005;nei;;1;NVE - område: 1;
963;Mago B;Kraftverk;K;HAFSLUND KRAFT AS;976894677;Akershus;32;Eidsvoll;40;1960;1960;0,86;4,741;7,8;14;;1;002.DAA;ja;1960-01-01;[object Object];Idrift;;;Glommavassdraget;;005;nei;;1;NVE - område: 1;
964;Mago C;Kraftverk;K;HAFSLUND KRAFT AS;976894677;Akershus;32;Eidsvoll;40;1978;1978;0,78;5,012;;;;1;002.DAA;ja;1978-01-01;;Idrift;;;Glommavassdraget;;005;nei;;1;NVE - område: 1;
261;Mago D;Kraftverk;K;HAFSLUND KRAFT AS;976894677;Akershus;32;Eidsvoll;40;1980;1980;1,6;6,176;8;26,13;0,017;1;002.DAA11;ja;1980-01-01;;Idrift;;;Glommavassdraget;78;005;nei;;1;NVE - område: 1;
1714;Makkoren;Kraftverk;K;STATKRAFT ENERGI AS;987059729;Vestland;46;Høyanger;38;2012;2012;4;15,717;93;4,9;0,227;3;079.BB2A;ja;2012-11-23;[object Object];Idrift;;;Høyangervassdraget;05;327;nei;;13;NVE - område: 13;
2012;Malmelva;Kraftverk;K;SMÅKRAFT GREEN BOND 2 AS;825750932;Møre og Romsdal;15;Hustadvika;79;2020;2020;2,1;5,434;64,5;3,8;0,154;3;107.2Z;ja;2020-04-29;[object Object];Idrift;;;Malmeelva;;999;nei;;8;NVE - område: 8;
1112;Malmo;Kraftverk;K;MALMO ELEKTRISITETSVERK AS;979400152;Trøndelag;50;Steinkjer;06;1997;1997;0,7;2,266;;;;3;129.3Z;ja;1997-01-01;[object Object],[object Object];Idrift;;;Ressemelva;;999;nei;;9;NVE - område: 9;
905;Mandelid;Kraftverk;K;GUNNAR OSLAND;969828723;Vestland;46;Askvoll;45;2000;2000;0,125;0,706;;;;3;084.5D;ja;2000-01-01;[object Object];Idrift;;;Skorveelva;;999;nei;;13;NVE - område: 13;
1851;Mannsberg;Kraftverk;K;HYDRO ENERGI AS;930187240;Vestland;46;Årdal;43;2016;2016;3,52;14,856;160,34;2,6;0,376;5;074.CB6AZ;ja;2016-11-11;[object Object];Idrift;;;Årdalsvassdraget;06;302;nei;;7;NVE - område: 7;
262;Mardal;Pumpe;P;STATKRAFT ENERGI AS;987059729;Møre og Romsdal;15;Molde;06;1975;1975;-6;-21,557;0;4;-0,416;3;104.B3C;ja;1975-01-01;[object Object],[object Object];Idrift;;;Eira;13;432;nei;;8;NVE - område: 8;
1414;Maribu;Kraftverk;K;NORDMARK TORBJØRN TØMMERMANN;971055537;Rogaland;11;Suldal;34;2008;2008;0,09;0,439;110;0,09;0,278;2;035.7A0;ja;2008-06-16;[object Object],[object Object],[object Object];Idrift;;;Hålandselva;;999;nei;;3;NVE - område: 3;
870;Marifjøra;Kraftverk;K;;;Vestland;46;Luster;44;2001;2001;0,09;0,284;;;;5;076.2Z;ja;2001-01-01;[object Object];Idrift;;;Dalselvi;;999;nei;;7;NVE - område: 7;
1348;Markjelkevatn;Pumpe;P;STATKRAFT ENERGI AS;987059729;Vestland;46;Kvinnherad;17;2007;2007;-1,2;-3,701;;0,8;-0,417;5;046.4BA2A;ja;2007-01-01;[object Object];Idrift;;;Øyreselva;12;204;nei;;6;NVE - område: 6;
2034;Markåni;Kraftverk;K;MARKÅNI KRAFTVERK AS;923590722;Vestland;46;Vaksdal;28;2021;2021;3,73;10,022;308;1,4;0,74;5;062.1;ja;2021-06-14;[object Object];Idrift;;;KYSTFELT;;999;nei;;6;NVE - område: 6;
1555;Marvik;Kraftverk;K;FOSSEKALLEN KRAFT AS;991440569;Rogaland;11;Suldal;34;2008;2008;0,786;2,376;207;0,47;0,465;2;037.61;ja;2008-10-14;[object Object];Idrift;;;KYSTFELT;;999;nei;;3;NVE - område: 3;
263;Matre H;Kraftverk;K;EVINY FORNYBAR AS;876944642;Vestland;46;Masfjorden;34;1957;2016;180;671,27;528,5;37,7;1,326;5;067.2Z;ja;2016-04-13;[object Object],[object Object],[object Object],[object Object],[object Object],[object Object];Idrift;;;Haugsdalsvassdraget;01;265;nei;;6;NVE - område: 6;
264;Matre M;Kraftverk;K;EVINY FORNYBAR AS;876944642;Vestland;46;Masfjorden;34;1962;1962;150;779,748;463;37,3;1,117;5;067.3Z;ja;1962-01-01;[object Object],[object Object];Idrift;;;Matrevassdraget;01;266;nei;;6;NVE - område: 6;
737;Mattisfoss;Kraftverk;K;ALTA KRAFTLAG SA;971029390;Finnmark;56;Alta;01;1993;1993;2,3;8,384;56;4,8;0,133;4;212.4Z;ja;1993-01-01;;Idrift;;;Mattiselva;01;852;nei;;12;NVE - område: 12;
2121;Maudal Øvre;Kraftverk;K;LYSE KRAFT DA;925749419;Rogaland;11;Gjesdal;22;1930;2023;9,2;34,7;270,56;4,05;0,631;2;027.E6;ja;2023-10-16;[object Object],[object Object];Idrift;;;Bjerkreimvassdraget;15;137;nei;;4;NVE - område: 4;
266;Mauranger;Kraftverk;K;STATKRAFT ENERGI AS;987059729;Vestland;46;Kvinnherad;17;1974;1974;250;1345,146;830;36;1,929;5;046.32A1A;ja;1974-03-20;[object Object],[object Object],[object Object];Idrift;;;Austrepollelva;01;204;nei;;6;NVE - område: 6;
1320;Medåe;Kraftverk;K;MEDÅE KRAFT AS;988861049;Buskerud;33;Rollag;36;2007;2007;0,784;2,283;;;;1;015.G60;ja;2007-04-09;[object Object];Idrift;;;Numedalslågen;;999;nei;;1;NVE - område: 1;
1086;Medås;Kraftverk;K;;;Vestland;46;Voss;21;2000;2000;0,02;0,013;;;;5;052.1B;ja;2000-01-01;[object Object];Idrift;;;Granvinvassdraget;;228;nei;;6;NVE - område: 6;
894;Mehammer I;Kraftverk;K;;;Vestland;46;Stord;14;2000;2000;0,012;0,022;140;;;2;044.130;ja;2000-01-01;[object Object];Idrift;;;KYSTFELT;;999;nei;;5;NVE - område: 5;
895;Mehammer II;Kraftverk;K;;;Vestland;46;Stord;14;2005;2005;0,018;0,033;;;;2;044.130;ja;2005-01-01;[object Object];Idrift;;;KYSTFELT;;999;nei;;5;NVE - område: 5;
1426;Meierifossen;Kraftverk;K;SMÅKRAFT GREEN BOND 1 AS;921075758;Vestland;46;Sunnfjord;47;2008;2008;1,36;5,041;36;4,7;0,08;3;084.E4A3;ja;2008-08-27;[object Object],[object Object];Idrift;;;Jølstra;10;346;nei;;13;NVE - område: 13;
766;Meisal II;Kraftverk;K;ISTAD KRAFT AS;923253920;Møre og Romsdal;15;Molde;06;1999;1999;4,1;19,989;605;0,8;1,424;3;109.2Z;ja;1999-01-01;[object Object],[object Object];Idrift;;;Meisalelva;01;446;nei;;8;NVE - område: 8;
549;Mel;Kraftverk;K;SFE AS;984882106;Vestland;46;Sogndal;40;1989;1989;52;205,993;810;7,5;1,926;5;078.5Z;ja;1989-02-24;[object Object],[object Object],[object Object],[object Object];Idrift;;;Vetlefjordelvi;01;319;nei;;7;NVE - område: 7;
1811;Mela;Kraftverk;K;SMÅKRAFT GREEN BOND 1 AS;921075758;Trøndelag;50;Snåase %u2013 Snåsa;41;2017;2017;3,74;12,105;259;1,73;0,601;3;128.E3Z;ja;2017-06-22;[object Object];Idrift;;;Snåsavassdraget;;517;nei;;9;NVE - område: 9;
1918;Melheim;Kraftverk;K;OLA RONNY MELHEIM;997765826;Vestland;46;Stad;49;2013;2013;0,05;0,019;11;0,6;0,023;3;089.B4Z;ja;2013-01-01;[object Object];Idrift;;;Hornindalsvassdraget;;999;nei;;8;NVE - område: 8;
267;Melkefoss;Kraftverk;K;PASVIK KRAFT AS;982795745;Finnmark;56;Sør-Varanger;05;1978;1978;22;136,39;10,19;254,63;0,024;4;246.C1;ja;1978-09-01;[object Object],[object Object],[object Object];Idrift;;;Pasvikelva;01;945;nei;;12;NVE - område: 12;
1672;Mellomjord 2;Kraftverk;K;;;Troms;55;Tromsø;01;2008;2008;0,018;0,13;140;0,02;0,25;4;203.51;ja;2008-01-01;[object Object];Idrift;;;KYSTFELT;;999;nei;;11;NVE - område: 11;
1009;Memurubu;Kraftverk;K;MEMURUBU TURISTHYTTE AS;982163013;Innlandet;34;Lom;34;1972;1972;0,06;0,27;111;0,063;;3;002.DGG1Z;ja;1972-01-01;;Idrift;;;Glommavassdraget;;005;nei;;8;NVE - område: 8;
619;Meråker;Kraftverk;K;NTE ENERGI AS;988340715;Trøndelag;50;Meråker;34;1994;1994;86,8;422,652;263,7;36,7;0,657;3;124.D0;ja;1994-04-18;[object Object],[object Object],[object Object];Idrift;;;Stjørdalsvassdraget;01;504;nei;;9;NVE - område: 9;
268;Mesna;Kraftverk;K;HAFSLUND KRAFT AS;976894677;Innlandet;34;Lillehammer;05;1985;1985;37,5;158,129;356;12;0,868;1;002.DD5A1;ja;1985-04-10;[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object];Idrift;;;Glommavassdraget;08;005;nei;;1;NVE - område: 1;
1279;Middagsbukt;Kraftverk;K;;;Troms;55;Balsfjord;32;2007;2007;0,006;0,03;;;;4;198.31;ja;2007-01-01;[object Object];Idrift;;;KYSTFELT;;999;nei;;11;NVE - område: 11;
269;Middyr;Kraftverk;K;LYSE KRAFT DA;925749419;Vestland;46;Ullensvang;18;1981;1981;1,2999;4,181;66;2,41;0,15;2;036.G1E;ja;1981-01-01;[object Object];Idrift;;;Suldalsvassdraget;55;166;nei;;3;NVE - område: 3;
1794;Middøla;Kraftverk;K;SMÅKRAFT AS;984616155;Telemark ;40;Tinn;26;2015;2015;4,36;8,347;276,7;1,9;0,637;2;016.H1A;ja;2015-01-05;[object Object];Idrift;;;Skiensvassdraget;30;078;nei;;3;NVE - område: 3;
1850;Midtlæger;Kraftverk;K;LYSE KRAFT DA;925749419;Vestland;46;Ullensvang;18;2016;2016;3,47;13,964;153,5;2,6;0,371;2;036.FB;ja;2016-09-01;[object Object];Idrift;;;Suldalsvassdraget;53;166;nei;;3;NVE - område: 3;
270;Midtre Tessa;Kraftverk;K;EIDEFOSS VANNKRAFT AS;923354220;Innlandet;34;Vågå;35;1954;2018;7;43,541;159,5;5,44;0,356;3;002.DHB2A6;ja;2018-06-27;[object Object],[object Object];Idrift;;;Glommavassdraget;56;005;nei;;8;NVE - område: 8;
1755;Midtun;Kraftverk;K;MIDTUNKRAFT AS;998475368;Vestland;46;Gulen;35;2014;2014;0,65;1,079;111,3;0,7;0,258;5;068.72Z;ja;2014-01-07;[object Object];Idrift;;;Midtunelva;;999;nei;;6;NVE - område: 6;
1992;Milja;Kraftverk;K;OLSETH MAGNE;969906228;Vestland;46;Etne;11;2019;2019;0,12;0,573;56,95;0,28;0,121;2;042.121;ja;2019-08-14;[object Object];Idrift;;;KYSTFELT;;999;nei;;5;NVE - område: 5;
1715;Misfjord;Kraftverk;K;MISFJORD KRAFTVERK AS;934112164;Møre og Romsdal;15;Vestnes;35;2012;2012;1,4;4,15;248;0,67;0,58;3;102.51;ja;2012-11-21;[object Object];Idrift;;;KYSTFELT;01;425;nei;;8;NVE - område: 8;
1809;Mjeldeelva;Kraftverk;K;SMÅKRAFT AS;984616155;Troms;55;Tromsø;01;2016;2016;1,64;3,028;140,3;1,42;0,321;4;197.42;ja;2016-06-02;[object Object];Idrift;;;KYSTFELT;;999;nei;;11;NVE - område: 11;
1304;Mjella;Kraftverk;K;BREKKE GÅRD HEDEGART;980350479;Telemark ;40;Notodden;05;2007;2007;0,2;1,032;152;0,2;0,278;2;016.F613;ja;2007-11-15;[object Object];Idrift;;;Skiensvassdraget;;078;nei;;3;NVE - område: 3;
1997;Mjølsvik;Kraftverk;K;MJØLSVIK KRAFT AS;995955954;Vestland;46;Høyanger;38;2023;2023;5,6;16,7;397,6;1,66;0,937;5;070.1A;ja;2023-01-26;[object Object],[object Object];Idrift;;;Mjølsvikelva;;999;nei;;6;NVE - område: 6;
271;Mo;Kraftverk;K;LØVENSKIOLD FOSSUM KRAFT;982699614;Telemark ;40;Skien;03;1908;2017;3,15;16,345;67;5,2;0,168;2;016.AC1;ja;2017-12-21;[object Object],[object Object];Idrift;;;Skiensvassdraget;03;078;nei;;3;NVE - område: 3;
778;Mo;Kraftverk;K;EVINY FORNYBAR AS;876944642;Vestland;46;Sunnfjord;47;2000;2000;10;42,84;550;2,2;1,263;3;084.C;ja;2000-08-01;[object Object];Idrift;;;Jølstra;16;346;nei;;13;NVE - område: 13;
970;Mobæk Mølle;Kraftverk;K;OLE-KRISTIAN MOBÆK;994185551;Akershus;32;Nes;28;1942;1942;0,025;0,079;;;;1;002.E2AA;ja;1942-01-01;;Idrift;;;Glommavassdraget;;004;nei;;1;NVE - område: 1;
1125;Moe;Kraftverk;K;;;Telemark ;40;Bamble;12;1995;1995;0,005;0,031;;;;2;017.2Z;ja;1995-01-01;;Idrift;;;Lona;;999;nei;;3;NVE - område: 3;
786;Moelv;Kraftverk;K;HAFSLUND KRAFT AS;976894677;Innlandet;34;Ringsaker;11;2001;2001;1,2;5,335;57;2,5;0,133;1;002.DD1A4;ja;2001-01-01;[object Object],[object Object],[object Object];Idrift;;;Glommavassdraget;06;005;nei;;1;NVE - område: 1;
1611;Mofjellet;Kraftverk;K;STATKRAFT ENERGI AS;987059729;Nordland;18;Rana;33;2011;2011;0,597;2,166;287;0,25;0,663;4;156.AA;ja;2011-08-29;[object Object];Idrift;;;Ranavassdraget;;655;nei;;10;NVE - område: 10;
273;Moflåt;Kraftverk;K;HYDRO ENERGI AS;930187240;Telemark ;40;Tinn;26;1954;1954;30;186,96;47,5;78;0,107;2;016.H4;ja;1954-01-01;[object Object],[object Object],[object Object];Idrift;;;Skiensvassdraget;33;078;nei;;3;NVE - område: 3;
997;Moi;Kraftverk;K;MOI ELVERK AS;974429063;Rogaland;11;Lund;12;1997;1997;0,5;2,369;;;;2;026.BA22;ja;1997-01-01;[object Object],[object Object];Idrift;;;Sira;;132;nei;;4;NVE - område: 4;
274;Moksa;Kraftverk;K;GUDBRANDSDAL ENERGI PRODUKSJON AS;941739601;Innlandet;34;Øyer;40;1990;1990;15;49,215;501;3,5;1,19;1;002.DE3A0;ja;1990-03-09;[object Object],[object Object];Idrift;;;Glommavassdraget;19;005;nei;;1;NVE - område: 1;
1012;Molla;Kraftverk;K;;;Rogaland;11;Sauda;35;2003;2003;0,44;1,684;130;;;2;037.111;ja;2003-01-01;[object Object];Idrift;;;KYSTFELT;;999;nei;;3;NVE - område: 3;
1607;Momrak;Kraftverk;K;MOMRAK KRAFTLAG AS;992803118;Telemark ;40;Fyresdal;32;2011;2011;1;3,002;194;0,6;0,462;2;019.DB1;ja;2011-06-30;[object Object];Idrift;;;Arendalsvassdraget;;105;nei;;3;NVE - område: 3;
1131;Mone;Kraftverk;K;;;Agder;42;Birkenes;16;2006;2006;0,05;0,057;;;;2;020.A6;ja;2006-01-01;[object Object];Idrift;;;Tovdalsvassdraget;;111;nei;;4;NVE - område: 4;
276;Monge;Pumpe;P;STATKRAFT ENERGI AS;987059729;Møre og Romsdal;15;Rauma;39;1975;1975;-0,8;-3,171;0;1,29;-0,171;3;103.A2B;ja;1975-01-01;[object Object],[object Object];Idrift;;;Rauma;12;432;nei;;8;NVE - område: 8;
2094;Mordøla;Kraftverk;K;MORDØLA KRAFT AS;923366563;Vestland;46;Luster;44;2023;2023;5,2;12,3;372;1,62;0,892;5;075.32Z;ja;2023-07-06;[object Object];Idrift;;;Mordalselvi;01;306;nei;;7;NVE - område: 7;
1985;Mork;Kraftverk;K;HAFSLUND KRAFT AS;976894677;Vestland;46;Lærdal;42;2022;2022;9,9;42,709;226,03;5,3;0,519;5;073.2A0;ja;2022-06-23;[object Object],[object Object];Idrift;;;Erdalselvi;01;221;nei;;2;NVE - område: 2;
277;Morkenfoss;Kraftverk;K;SMÅKRAFT AS;984616155;Trøndelag;50;Flatanger;49;1986;1986;2,1;11,387;50,5;4,98;0,117;3;137.7D;ja;1986-10-01;[object Object];Idrift;;;Lauvsnesvassdraget;04;566;nei;;9;NVE - område: 9;
1621;Mortensdalelva;Kraftverk;K;NORDIC POWER AS;914341183;Troms;55;Storfjord;38;2012;2012;2,1;3,955;295;0,92;0,634;4;204.AZ;ja;2012-06-15;[object Object];Idrift;;;Signaldalelva;11;817;nei;;11;NVE - område: 11;
1598;Mosbakka;Kraftverk;K;MOSBAKKA KRAFT AS;990068267;Rogaland;11;Sauda;35;2010;2010;4,05;10,941;381,5;1,2;0,938;2;037.3Z;ja;2010-04-30;[object Object];Idrift;;;Saudaelva;01;178;nei;;5;NVE - område: 5;
1315;Mosbekken;Kraftverk;K;;;Trøndelag;50;Skaun;29;2005;2005;0,006;0,032;;;;3;122.1C;ja;2005-01-01;[object Object];Idrift;;;Børselva;;999;nei;;8;NVE - område: 8;
1088;Moskenes Fiskeindustri;Kraftverk;K;;;Nordland;18;Moskenes;74;1995;1995;0,075;0,151;;;;4;181.431;ja;1995-01-01;;Idrift;;;KYSTFELT;;999;nei;;11;NVE - område: 11;
278;Mossefossen;Kraftverk;K;MOSSEFOSSEN ANS;950246901;Østfold;31;Moss;03;1986;1986;3,1;11,95;22,4;15;0,056;1;003.A3;ja;1986-01-01;[object Object],[object Object],[object Object],[object Object];Idrift;;;Mossevassdraget;01;021;nei;;1;NVE - område: 1;
279;Mosvik;Kraftverk;K;NTE ENERGI AS;988340715;Trøndelag;50;Inderøy;53;1984;1984;37;71,77;205;21,5;0,477;3;131.3Z;ja;1984-02-23;[object Object];Idrift;;;Kalddalselva;01;525;nei;;9;NVE - område: 9;
1577;Mulvik;Kraftverk;K;MULVIK KRAFT AS;994225529;Møre og Romsdal;15;Sunndal;63;2010;2010;0,365;1,001;110;0,43;;3;111.51;ja;2010-05-11;[object Object];Idrift;;;KYSTFELT;;999;nei;;8;NVE - område: 8;
2102;Mundalselvi;Kraftverk;K;SOGNEKRAFT PRODUKSJON AS;916069634;Vestland;46;Sogndal;40;2022;2022;4,3;13,2;229,5;2,19;0,55;5;078.3Z;ja;2022-11-25;[object Object];Idrift;;;Mundalselvi;;999;nei;;7;NVE - område: 7;
1686;Muoidejohka;Kraftverk;K;MUOIDEJOHKA KRAFT AS;996346854;Nordland;18;Beiarn;39;2014;2014;5,49;11,141;481,5;1,5;1,017;4;161.F21Z;ja;2014-06-18;[object Object];Idrift;;;Beiarelva;10;684;nei;;10;NVE - område: 10;
281;Mydalen;Kraftverk;K;SKAGERAK KRAFT AS;979563531;Telemark ;40;Hjartdal;24;1959;1959;7;25,75;126;6,4;0,304;2;016.EAAAB;ja;1959-11-12;[object Object],[object Object],[object Object],[object Object];Idrift;;;Skiensvassdraget;51;078;nei;;3;NVE - område: 3;
1138;Mydland;Kraftverk;K;MYDLAND KRAFTVERK AS;977315425;Agder;42;Sirdal;28;1998;1998;0,3;1,413;110;0,35;0,238;2;027.3F;ja;1998-01-01;[object Object];Idrift;;;Hellelandselva;;136;nei;;4;NVE - område: 4;
1888;Myklebost;Kraftverk;K;MYKLEBOST KRAFT AS;917400482;Vestland;46;Sunnfjord;47;2018;2018;5,32;20,308;190;3,4;0,435;3;084.E3A;ja;2018-04-28;[object Object];Idrift;;;Jølstra;25;346;nei;;13;NVE - område: 13;
1383;Myklebust;Kraftverk;K;MYKLEBUST KRAFT AS;991391304;Møre og Romsdal;15;Ørsta;20;2009;2009;2;5,235;256;0,9;0,617;3;095.BA;ja;2009-05-19;[object Object];Idrift;;;Ørstavassdraget;10;395;nei;;8;NVE - område: 8;
1896;Myklebust;Kraftverk;K;SMÅKRAFT GREEN BOND 1 AS;921075758;Vestland;46;Gloppen;50;2017;2017;2,5;6,796;93;3;0,231;3;087.CF;ja;2017-05-24;[object Object];Idrift;;;Breimsvassdraget;25;369;nei;;13;NVE - område: 13;
1641;Myklebustdalen;Kraftverk;K;MYKLEBUSTDALEN ENERGI AS;988967246;Vestland;46;Kvinnherad;17;2007;2007;0,225;0,813;135;0,24;0,26;2;045.31Z;ja;2007-01-08;[object Object];Idrift;;;Storelva;;186;nei;;5;NVE - område: 5;
282;Mykstufoss;Kraftverk;K;Å ENERGI VANNKRAFT AS;882973972;Buskerud;33;Rollag;36;1964;1964;48;282,716;61,7;100,15;0,133;1;015.G5Z;ja;1964-01-01;[object Object],[object Object];Idrift;;;Numedalslågen;18;073;nei;;1;NVE - område: 1;
603;Myra;Kraftverk;K;EVINY FORNYBAR AS;876944642;Vestland;46;Samnanger;23;1988;1988;3,7;12,894;18,2;20;0,051;5;055.B;ja;1988-05-02;[object Object],[object Object],[object Object],[object Object];Idrift;;;Samnangervassdraget;11;246;nei;;6;NVE - område: 6;
1305;Myraelva;Kraftverk;K;;;Vestland;46;Sunnfjord;47;2007;2007;0,075;0,199;;;;3;084.820;ja;2007-01-01;[object Object];Idrift;;;KYSTFELT;;999;nei;;13;NVE - område: 13;
893;Myrbekk;Kraftverk;K;ARILD VAAGE;969624230;Rogaland;11;Suldal;34;2005;2005;0,2;0,692;;;;2;036.B24;ja;2005-08-01;[object Object];Idrift;;;Suldalsvassdraget;;166;nei;;3;NVE - område: 3;
1984;Myrholten;Kraftverk;K;SMÅKRAFT GREEN BOND 1 AS;921075758;Møre og Romsdal;15;Surnadal;66;2021;2021;1,93;4,688;324,7;0,75;0,715;3;112.3B2B;ja;2021-11-26;[object Object],[object Object];Idrift;;;Bøvra;02;458;nei;;8;NVE - område: 8;
283;Myster;Kraftverk;K;EVINY FORNYBAR AS;876944642;Vestland;46;Vaksdal;28;1987;1987;107;296,066;248,8;50;0,594;5;063.A;ja;1987-04-06;[object Object],[object Object];Idrift;;;Eksingedalsvassdraget;01;257;nei;;6;NVE - område: 6;
284;Mæl;Kraftverk;K;HYDRO ENERGI AS;930187240;Telemark ;40;Tinn;26;1957;1957;37,5;231,752;44,79;94;0,111;2;016.H2;ja;1957-01-01;[object Object],[object Object];Idrift;;;Skiensvassdraget;27;078;nei;;3;NVE - område: 3;
1395;Mælafoss;Kraftverk;K;CHR SALVESEN & CHR THAMS'S COMMUNICATIONS AKTIESELSKAB;915640850;Trøndelag;50;Stjørdal;35;1918;1918;0,94;2,971;38;2,6;;3;124.2A;ja;1918-09-01;[object Object];Idrift;;;Gråelva fra liavatnet;;999;nei;;9;NVE - område: 9;
1657;Mærdalsåi;Kraftverk;K;VRÅDAL KRAFT AS;985780595;Telemark ;40;Kviteseid;28;2008;2008;0,4;1;279;0,17;0,654;2;019.G4;ja;2008-01-21;[object Object];Idrift;;;Arendalsvassdraget;;105;nei;;3;NVE - område: 3;
1928;Mølleelva;Kraftverk;K;ALTA KRAFTLAG SA;971029390;Finnmark;56;Alta;01;2018;2018;4,5;12,533;395,64;1,42;0,88;4;212.3Z;ja;2018-04-19;[object Object],[object Object];Idrift;;;Mølleelva;01;851;nei;;12;NVE - område: 12;
599;Møllefossen;Kraftverk;K;SMÅKRAFT AS;984616155;Vestland;46;Osterøy;30;1991;1991;0,95;2,761;9,5;12;0,022;5;060.5Z;ja;1991-06-01;[object Object];Idrift;;;Hellandselva;01;259;nei;;6;NVE - område: 6;
